# 51TALK BIG TEAM 01 - DAILY ACTIONABLE STUDENT LEADS
# Representative: EGLP-yasmin01 | Generated: 2026-09-16 19:33

=== 1. SOP PENDING TASKS (0) ===
Student_ID,Task_Name,Expiration_Time

=== 2. UNFIXED TEACHER BINDING LEADS (25) ===
Student_ID,Pool_Cohort,Classes_Attended,Call_Priority
63793970,"M2 Pool",1,"Low Consumption Follow-up"
63802309,"M2 Pool",5,"Low Consumption Follow-up"
63803791,"M1 Pool",3,"Low Consumption Follow-up"
63811222,"M2 Pool",3,"Low Consumption Follow-up"
63822902,"M2 Pool",3,"Low Consumption Follow-up"
63857612,"M2 Pool",2,"Low Consumption Follow-up"
63859196,"M1 Pool",3,"Low Consumption Follow-up"
63876873,"M2 Pool",0,"Zero Consumption - Urgent Booking Call"
63878734,"M2 Pool",3,"Low Consumption Follow-up"
63887738,"M2 Pool",1,"Low Consumption Follow-up"
63887782,"M2 Pool",3,"Low Consumption Follow-up"
63937989,"M1 Pool",4,"Low Consumption Follow-up"
63946961,"M1 Pool",2,"Low Consumption Follow-up"
63967196,"M1 Pool",3,"Low Consumption Follow-up"
63987019,"M1 Pool",3,"Low Consumption Follow-up"
63989520,"M1 Pool",3,"Low Consumption Follow-up"
63994975,"M1 Pool",2,"Low Consumption Follow-up"
63996839,"M1 Pool",3,"Low Consumption Follow-up"
63997596,"M1 Pool",0,"Zero Consumption - Urgent Booking Call"
64007331,"M1 Pool",3,"Low Consumption Follow-up"
64039636,"M1 Pool",4,"Low Consumption Follow-up"
64066115,"M1 Pool",3,"Low Consumption Follow-up"
64125252,"M1 Pool",2,"Low Consumption Follow-up"
64131292,"M1 Pool",3,"Low Consumption Follow-up"
64134862,"M1 Pool",3,"Low Consumption Follow-up"
64141903,"M1 Pool",2,"Low Consumption Follow-up"
64157496,"M1 Pool",4,"Low Consumption Follow-up"
64157593,"M1 Pool",5,"Low Consumption Follow-up"
64167246,"M1 Pool",1,"Low Consumption Follow-up"
64169094,"M1 Pool",2,"Low Consumption Follow-up"
64169405,"M1 Pool",2,"Low Consumption Follow-up"
64177823,"M1 Pool",2,"Low Consumption Follow-up"

=== 4. ENGLISH CLUB ACTIONABLE LEADS (0) ===
Student_ID,Level,Completed_Classes,Booking_Status
